gender,age,ingroup.value,ingroup.like,ingroup.connected,outgroup.value,outgroup.like,outgroup.connected,ingroup.average,outgroup.average,condition,rating
1,21,81.32,56.23,74.91,79.81,80.75,53.02,41.64,42.38666667,neutral.cogload,59.62
1,33,68.87,67.17,74.72,7.17,0,0,40.50666667,-95.22,outgroup.cogload,76.23
1,34,50,50,67.17,50,50,40.94,11.44666667,-6.04,outgroup.baseline,64.15
1,24,100,100,100,0,0,0,100,-100,ingroup.cogload,100
1,28,62.9,68.55,65.54,0,0,0,31.32666667,-100,outgroup.cogload,87.57
1,51,60.83,61.58,54.05,53.86,53.86,50.09,17.64,5.206666667,ingroup.baseline,19.77
1,31,54.91,58.87,62.26,43.21,34.91,29.25,17.36,-28.42,outgroup.baseline,9.43
1,29,75.28,75.09,78.68,26.6,26.42,26.6,52.7,-46.92,outgroup.cogload,29.81
1,47,66.79,66.98,33.02,62.45,63.21,31.51,11.19333333,4.78,ingroup.baseline,20.75
1,26,68.49,67.55,69.25,42.45,11.51,11.89,36.86,-56.1,outgroup.baseline,100
1,20,63.65,71.37,43.88,28.63,17.7,5.46,19.26666667,-65.47333333,neutral.baseline,42
1,27,59.81,58.87,58.68,43.21,38.11,32.83,18.24,-23.9,ingroup.cogload,20
1,39,65.16,66.67,23.54,67.98,68.17,22.6,3.58,5.833333333,neutral.baseline,39.36
1,44,82.86,80.98,57.25,13.18,6.03,9.98,47.39333333,-80.54,ingroup.baseline,56.31
1,51,89.81,89.62,63.96,10.57,10.94,11.32,62.26,-78.11333333,ingroup.cogload,-46.42
1,34,52.64,10.57,0,52.83,22.26,0,-57.86,-49.94,outgroup.baseline,20.75
1,24,22.45,23.21,24.53,5.47,0.94,0,-53.20666667,-95.72666667,neutral.cogload,32.83
1,20,90.57,82.45,86.04,43.96,10.75,0,72.70666667,-63.52666667,neutral.baseline,83.77
1,27,61.02,64.41,70.81,45.01,21.28,6.78,30.82666667,-51.28666667,neutral.cogload,42.37
1,34,82.64,100,86.04,44.34,51.13,10.38,79.12,-29.43333333,outgroup.cogload,27.17
1,34,92.83,42.26,16.79,25.09,8.68,2.45,1.253333333,-75.85333333,outgroup.cogload,94.72
1,28,61.77,60.83,59.13,24.11,0,0,21.15333333,-83.92666667,neutral.baseline,47.65
1,28,72.26,71.51,75.09,28.3,33.02,33.21,45.90666667,-36.98,neutral.cogload,49.06
1,23,66.79,52.83,69.81,4.53,0,0,26.28666667,-96.98,neutral.baseline,80.38
1,46,9.43,6.98,6.23,13.96,14.15,0.57,-84.90666667,-80.88,ingroup.cogload,86.42
1,20,76.6,65.47,77.55,62.64,33.58,64.15,46.41333333,6.913333333,ingroup.cogload,0.38
1,35,64.72,56.98,45.47,60.19,54.15,37.17,11.44666667,1.006666667,neutral.baseline,34.34
1,25,78.2,100,90.04,7.9,17.83,0,78.82666667,-82.84666667,outgroup.cogload,-79.65
1,28,90.38,87.36,80.94,22.26,28.11,22.64,72.45333333,-51.32666667,ingroup.baseline,100
1,20,96.23,95.48,100,6.78,6.97,5.27,94.47333333,-87.32,neutral.cogload,84.56
1,33,45.76,41.43,30.7,0,0,0,-21.40666667,-100,ingroup.cogload,35.97
1,31,53.11,53.48,47.08,34.27,17.7,0,2.446666667,-65.35333333,neutral.baseline,37.85
1,23,50,50,50,49.25,50,50,0,-0.5,outgroup.baseline,61.13
1,47,82.49,82.11,86.25,0,0,0,67.23333333,-100,ingroup.baseline,1.32
1,38,67.69,30.1,23.94,61.38,20.26,9.69,-18.84666667,-39.11333333,outgroup.baseline,98.83
1,29,34.34,41.13,38.87,18.87,10.38,9.62,-23.77333333,-74.08666667,outgroup.cogload,81.89
1,43,54.8,57.63,43.88,51.6,44.82,33.52,4.206666667,-13.37333333,ingroup.cogload,-13.8
1,49,53.77,55.09,47.74,30.57,10.38,16.04,4.4,-62.00666667,neutral.baseline,21.13
1,30,71.89,61.13,74.15,32.26,16.23,6.23,38.11333333,-63.52,outgroup.baseline,30.57
1,30,76.79,77.55,56.79,0,0,0,40.75333333,-100,outgroup.cogload,100
1,47,76.46,90.96,85.12,3.39,1.13,0,68.36,-96.98666667,outgroup.cogload,92.84
1,28,74.72,83.02,84.34,20,8.3,14.15,61.38666667,-71.7,neutral.cogload,39.25
1,39,100,76.42,76.6,74.34,23.58,0,68.68,-34.72,ingroup.cogload,44.53
1,35,70.75,70.57,77.55,58.49,44.53,32.64,45.91333333,-9.56,neutral.cogload,40.75
1,56,87.36,87.36,86.98,72.83,73.02,52.08,74.46666667,31.95333333,outgroup.cogload,100
1,27,71.89,71.7,71.7,29.81,9.25,0,43.52666667,-73.96,neutral.baseline,82.26
1,24,38.98,44.63,43.69,4.71,0.19,0.94,-15.13333333,-96.10666667,neutral.baseline,8.1
1,19,100,100,100,0,0,0,100,-100,ingroup.baseline,80.38
1,33,58.11,57.17,56.98,39.06,39.43,39.06,14.84,-21.63333333,ingroup.cogload,78.49
1,31,100,100,100,0,0,0,100,-100,outgroup.cogload,55.47
1,52,60.19,56.23,58.3,0,20,0,16.48,-86.66666667,outgroup.baseline,40.75
1,32,77.55,77.74,67.55,5.66,7.36,27.55,48.56,-72.95333333,outgroup.baseline,80
1,24,77.02,91.53,76.46,61.58,66.29,59.13,63.34,24.66666667,ingroup.cogload,-54.8
1,30,40.19,38.68,66.23,9.62,7.74,0,-3.266666667,-88.42666667,outgroup.baseline,30.94
1,24,58.38,74.39,32.39,42.94,21.66,12.99,10.10666667,-48.27333333,neutral.baseline,48.78
1,29,64.52,72.3,59.61,13.88,11.93,11.42,30.95333333,-75.18,outgroup.cogload,-13.27
1,21,33.77,42.26,37.17,2.45,1.32,3.21,-24.53333333,-95.34666667,neutral.cogload,35.09
1,23,50,39.81,56.79,39.81,40.75,33.58,-2.266666667,-23.90666667,ingroup.cogload,50.57
1,28,73.77,74.15,73.96,41.89,28.3,10.57,47.92,-46.16,neutral.cogload,47.92
1,30,80.19,79.81,73.21,38.49,23.02,39.25,55.47333333,-32.82666667,ingroup.baseline,71.7
1,28,79.81,77.92,62.83,29.62,13.58,0,47.04,-71.2,neutral.baseline,23.4
1,36,100,98.49,98.3,7.17,7.74,0,97.86,-90.06,outgroup.cogload,100
1,22,47.17,48.49,67.36,33.96,32.83,0,8.68,-55.47333333,ingroup.cogload,-23.77
1,47,73.4,68.11,68.68,2.26,0,0,40.12666667,-98.49333333,neutral.baseline,0.38
1,28,61.02,77.78,61.21,0,0,0,33.34,-100,ingroup.cogload,100
1,35,63.4,71.13,65.47,64.53,17.36,9.81,33.33333333,-38.86666667,ingroup.baseline,20.38
1,28,100,82.64,83.77,0,0,0,77.60666667,-100,outgroup.cogload,100
1,30,91.7,75.66,85.47,65.47,58.49,19.62,68.55333333,-4.28,ingroup.cogload,66.42
1,28,74.15,73.96,75.47,0.75,5.09,4.15,49.05333333,-93.34,neutral.baseline,6.79
1,29,57.31,60,52.89,53.46,43.46,45.77,13.46666667,-4.873333333,ingroup.cogload,59.92
1,35,49.34,62.34,49.91,50.28,32.02,32.39,7.726666667,-23.54,outgroup.baseline,61.21
1,36,66.67,59.51,67.8,10.92,0,0,29.32,-92.72,ingroup.baseline,65.73
1,56,73.02,84.72,85.47,0.57,0.57,1.13,62.14,-98.48666667,neutral.baseline,20.38
1,24,65.85,67.36,58.87,65.09,28.68,32.83,28.05333333,-15.6,outgroup.baseline,40.38
1,20,71.56,68.17,38.42,25.61,22.41,0,18.76666667,-67.98666667,outgroup.cogload,25.05
1,33,85.47,86.42,85.85,9.25,10,11.32,71.82666667,-79.62,outgroup.baseline,100
1,72,76.42,76.04,76.98,19.06,18.49,17.55,52.96,-63.26666667,neutral.baseline,41.89
1,25,48.3,48.3,50,29.81,11.89,0,-2.266666667,-72.2,ingroup.baseline,21.13
1,27,50,50,50,28.11,28.11,29.06,0,-43.14666667,neutral.baseline,100
1,61,75.66,68.68,30.75,5.28,8.68,4.72,16.72666667,-87.54666667,neutral.cogload,39.25
1,32,100,100,100,0,0,0,100,-100,outgroup.cogload,100
1,19,13.77,31.13,31.7,15.09,6.23,0,-48.93333333,-85.78666667,outgroup.baseline,100
1,31,100,100,100,60.39,25.65,25.97,100,-25.32666667,neutral.baseline,81.82
1,40,60.45,60.64,61.39,64.78,45.39,50.09,21.65333333,6.84,ingroup.baseline,19.77
1,25,78.68,77.74,79.25,59.43,59.81,60.94,57.11333333,20.12,outgroup.baseline,41.89
1,28,100,100,100,0,0,0,100,-100,outgroup.cogload,86.04
1,23,82.83,79.06,72.26,57.74,42.26,32.26,56.1,-11.82666667,ingroup.cogload,61.13
1,33,80.98,84.93,82.3,68.36,38.98,10.55,65.47333333,-21.40666667,ingroup.cogload,71.75
1,37,63.21,57.74,56.04,57.17,55.66,31.7,17.99333333,-3.646666667,ingroup.baseline,51.7
1,32,85.12,78.15,77.4,21.47,43.31,18.64,60.44666667,-44.38666667,outgroup.cogload,48.78
1,26,56.98,61.51,61.7,63.21,65.66,63.4,20.12666667,28.18,ingroup.cogload,71.32
1,44,64.72,65.28,65.85,10.19,9.62,10,30.56666667,-80.12666667,outgroup.baseline,100
1,26,100,100,100,0,0,0,100,-100,neutral.cogload,-20.38
1,31,81.51,81.13,31.32,23.4,23.21,0,29.30666667,-68.92666667,outgroup.baseline,52.83
1,40,63.58,70.57,68.87,46.04,38.49,15.09,35.34666667,-33.58666667,outgroup.cogload,36.98
1,37,55.28,59.81,57.74,46.04,31.89,29.62,15.22,-28.3,neutral.cogload,37.74
1,43,64.41,55.56,32.02,61.02,36.35,15.44,1.326666667,-24.79333333,ingroup.baseline,31.07
1,30,65.28,65.85,74.53,63.4,56.04,38.87,37.10666667,5.54,outgroup.cogload,34.34
1,25,61.51,61.32,61.32,20,10,7.55,22.76666667,-74.96666667,neutral.baseline,42.64
1,24,74.34,65.85,29.43,75.28,51.89,11.7,13.08,-7.42,outgroup.baseline,40.75
1,26,67.61,69.11,72.13,52.92,28.06,11.3,39.23333333,-38.48,neutral.baseline,31.45
1,18,73.21,74.72,0,62.08,39.81,0,-1.38,-32.07333333,neutral.baseline,38.87
1,28,83.65,69.62,86.15,0,0,0,59.61333333,-100,ingroup.cogload,38.37
1,32,63.02,57.92,57.92,0,0,0,19.24,-100,outgroup.baseline,100
1,31,100,100,100,0,0,0,100,-100,outgroup.cogload,100
1,46,63.21,63.02,56.23,57.17,56.6,37.74,21.64,1.006666667,outgroup.cogload,23.77
1,36,100,100,100,56.35,44.42,6.35,100,-28.58666667,outgroup.baseline,58.79
1,47,64.72,65.09,63.58,62.26,41.13,42.45,28.92666667,-2.773333333,neutral.cogload,37.74
1,19,70.94,61.51,64.53,32.83,32.26,29.62,31.32,-36.86,outgroup.baseline,60.75
1,25,60.75,53.4,71.89,53.77,32.26,41.89,24.02666667,-14.72,outgroup.cogload,60.75
1,25,76.79,77.74,70.94,37.17,37.17,38.3,50.31333333,-24.90666667,outgroup.baseline,59.7
1,21,65.28,42.08,74.34,76.98,38.68,56.79,21.13333333,14.96666667,outgroup.cogload,-31.7
1,21,53.77,52.64,46.04,55.47,42.26,53.96,1.633333333,1.126666667,outgroup.baseline,58.11
1,30,69.81,40.19,58.3,68.87,10.57,0,12.2,-47.04,neutral.cogload,64.91
1,38,64.6,84.37,79.66,40.87,7.53,2.07,52.42,-66.35333333,outgroup.baseline,38.61
1,39,73.02,61.89,53.58,25.85,13.96,0,25.66,-73.46,neutral.baseline,23.4
1,33,4.53,4.72,5.28,0,0,0,-90.31333333,-100,outgroup.cogload,42.26
1,24,63.58,58.49,17.36,40.94,46.23,1.7,-7.046666667,-40.75333333,ingroup.baseline,9.43
1,50,89.25,89.06,89.06,7.74,7.74,7.55,78.24666667,-84.64666667,outgroup.baseline,100
1,20,72.08,71.89,66.98,63.96,53.58,42.64,40.63333333,6.786666667,outgroup.baseline,11.32
1,29,93.21,85.66,58.11,22.08,5.85,0,57.98666667,-81.38,neutral.baseline,61.13
1,22,72.26,83.96,71.32,21.7,8.11,0,51.69333333,-80.12666667,ingroup.cogload,55.47
1,34,78.49,79.33,83.8,28.79,25.7,26.26,61.08,-46.16666667,ingroup.baseline,8.44
1,48,57.06,54.8,44.44,45.95,24.11,6.59,4.2,-48.9,outgroup.baseline,49.15
1,28,54.15,46.98,45.47,35.85,40.38,26.42,-2.266666667,-31.56666667,outgroup.baseline,81.89
1,29,99.81,100,99.81,0,0,0,99.74666667,-100,outgroup.baseline,100
1,51,74.53,74.15,74.34,1.51,0.94,1.51,48.68,-97.36,ingroup.baseline,80.75
1,30,57.74,0,42.08,19.25,78.49,13.4,-33.45333333,-25.90666667,ingroup.baseline,100
1,24,83.21,83.4,83.96,64.91,21.13,20.57,67.04666667,-28.92666667,outgroup.cogload,60.38
1,22,61.32,52.45,51.7,55.09,47.74,51.7,10.31333333,3.02,ingroup.baseline,20.38
1,24,68.87,80.75,100,68.11,0,26.6,66.41333333,-36.86,neutral.cogload,53.96
1,23,60.94,43.58,37.17,66.98,5.66,34.53,-5.54,-28.55333333,ingroup.cogload,-14.34
1,32,76.04,78.49,100,49.62,36.98,0,69.68666667,-42.26666667,outgroup.cogload,40.38
1,21,100,100,100,0,0,0,100,-100,ingroup.baseline,61.51
1,34,68.68,62.45,73.21,37.17,10.94,0,36.22666667,-67.92666667,ingroup.cogload,41.51
1,61,70.19,73.96,94.15,63.77,38.3,12.08,58.86666667,-23.9,outgroup.baseline,58.11
1,33,80.38,76.98,76.04,67.55,37.36,24.15,55.6,-13.96,outgroup.baseline,30.19
1,32,34.34,15.28,19.62,17.17,3.96,13.02,-53.84,-77.23333333,neutral.cogload,61.51
1,33,61.04,61.04,47.73,56.82,44.48,45.45,13.20666667,-2.166666667,outgroup.baseline,18.18
1,30,76.6,76.6,75.85,0,0,0,52.7,-100,ingroup.cogload,61.51
1,33,69.81,76.04,82.26,2.83,2.83,1.7,52.07333333,-95.09333333,outgroup.baseline,93.58
1,35,48.68,35.09,34.72,2.26,2.26,1.32,-21.00666667,-96.10666667,outgroup.baseline,81.89
1,24,59.23,74.04,70.19,72.31,40,43.27,35.64,3.72,outgroup.cogload,77.69
1,29,60.83,70.06,68.17,6.03,17.89,19.77,32.70666667,-70.87333333,outgroup.baseline,19.4
1,33,68.3,89.62,76.6,58.87,29.43,70.38,56.34666667,5.786666667,outgroup.cogload,45.66
1,24,68.68,68.49,59.81,31.13,16.6,19.62,31.32,-55.1,ingroup.baseline,62.26
1,24,66.48,56.12,58.76,61.02,39.74,41.24,20.90666667,-5.333333333,ingroup.baseline,61.58
1,38,97.93,100,96.05,76.84,70.62,72.69,95.98666667,46.76666667,ingroup.baseline,40.49
1,36,97.55,94.72,96.98,10.94,4.15,0,92.83333333,-89.94,neutral.baseline,100
1,21,36.6,44.15,40.19,0,0,0,-19.37333333,-100,ingroup.cogload,89.43
1,29,82.11,83.24,77.21,57.44,58.38,56.5,61.70666667,14.88,ingroup.cogload,51.79
1,28,96.94,89.27,95.02,0,0,0,87.48666667,-100,neutral.baseline,36.45
1,29,76.42,81.13,44.72,62.83,41.13,14.53,34.84666667,-21.00666667,outgroup.baseline,74.72
1,36,72.69,72.89,62.5,67.69,68.08,50,38.72,23.84666667,neutral.baseline,69.38
1,24,54.34,60,24.72,45.09,39.43,10,-7.293333333,-36.98666667,outgroup.baseline,100
1,23,67.98,80.41,56.69,39.17,60.45,29.76,36.72,-13.74666667,outgroup.cogload,56.31
1,26,71.32,34.15,35.09,58.3,17.74,11.13,-6.293333333,-41.88666667,ingroup.cogload,82.26
1,24,67.8,74.2,76.27,38.98,34.65,24.86,45.51333333,-34.34,outgroup.cogload,17.89
1,32,62.34,61.39,62.52,18.08,9.04,0,24.16666667,-81.92,outgroup.baseline,49.15
1,20,74.58,65.16,24.67,36.91,34.84,39.17,9.606666667,-26.05333333,ingroup.baseline,100
1,43,86.98,87.17,86.23,0,0,0,73.58666667,-100,outgroup.cogload,100
1,34,55.37,57.63,50.09,36.91,20.15,10.55,8.726666667,-54.92666667,ingroup.baseline,-18.64
1,31,76.23,28.3,92.08,54.91,0,66.79,31.07333333,-18.86666667,neutral.baseline,37.74
1,25,83.68,75.68,80.23,18.8,4.9,12.59,59.72666667,-75.80666667,outgroup.cogload,100
1,27,100,100,100,0,0,0,100,-100,neutral.baseline,71.7
1,24,55.74,58.38,54.61,47.46,52.17,51.79,12.48666667,0.946666667,ingroup.baseline,75.52
1,33,67.17,34.72,65.85,36.04,15.47,3.77,11.82666667,-63.14666667,outgroup.cogload,11.32
1,31,68.55,73.07,60.45,0,0,0,34.71333333,-100,neutral.baseline,58.57
1,21,32.39,36.16,33.52,26.93,1.88,42.94,-31.95333333,-52.16666667,outgroup.cogload,66.85
1,24,100,100,100,15.58,12.01,9.09,100,-75.54666667,outgroup.baseline,96.75
1,29,95.1,90.21,89.64,65.16,60.64,54.99,83.3,20.52666667,ingroup.baseline,79.66
1,21,84.93,84.75,75.14,28.81,16.95,22.6,63.21333333,-54.42666667,ingroup.cogload,60.45
1,27,23.46,29.04,41.15,24.42,27.31,26.54,-37.56666667,-47.82,neutral.baseline,44.8
1,34,80.57,71.7,22.64,25.66,0,0,16.60666667,-82.89333333,ingroup.baseline,81.13
1,32,68.49,68.3,66.98,9.62,10.19,0,35.84666667,-86.79333333,ingroup.baseline,61.13
1,26,86.04,63.4,75.28,41.13,0,0,49.81333333,-72.58,neutral.cogload,84.53
1,44,71.89,72.83,73.02,0,0,0,45.16,-100,neutral.cogload,100
1,30,92.83,100,100,19.62,19.62,5.28,95.22,-70.32,outgroup.baseline,81.13
1,30,87.74,73.77,73.96,29.25,12.64,2.26,56.98,-70.56666667,outgroup.baseline,60.75
1,41,84.34,75.85,80.75,0,0.75,0,60.62666667,-99.5,ingroup.cogload,1.51
1,42,62.15,62.52,100,0,0,0,49.78,-100,outgroup.baseline,100
1,27,3.77,2.64,4.34,4.34,5.66,8.11,-92.83333333,-87.92666667,ingroup.cogload,46.42
1,30,33.96,31.7,32.08,36.04,30.19,21.13,-34.84,-41.76,neutral.baseline,81.89
1,32,64.72,79.43,64.72,40.57,58.68,63.77,39.24666667,8.68,outgroup.baseline,-43.4
1,23,80.19,79.81,60,10.38,21.7,9.25,46.66666667,-72.44666667,outgroup.baseline,61.13
1,25,72.08,73.02,54.34,53.4,41.51,24.91,32.96,-20.12,ingroup.baseline,20.75
1,24,74.01,83.62,64.22,61.39,35.4,27.12,47.9,-17.39333333,ingroup.baseline,32.2
1,22,76.23,75.85,71.51,60.19,39.25,28.87,49.06,-14.46,outgroup.baseline,41.13
1,30,99.25,100,100,0,34.65,63.09,99.5,-34.84,outgroup.baseline,60.83
1,23,78.11,77.92,78.11,28.49,12.64,0,56.09333333,-72.58,outgroup.cogload,80.38
1,23,85.66,91.13,89.06,25.66,8.87,11.51,77.23333333,-69.30666667,outgroup.baseline,99.62
1,51,87.01,71.37,76.84,83.99,57.25,39.74,56.81333333,20.65333333,outgroup.cogload,-13.75
1,22,73.02,79.06,74.53,50,42.83,31.32,51.07333333,-17.23333333,neutral.baseline,57.74
1,52,83.24,84.56,80.23,12.81,9.42,5.65,65.35333333,-81.41333333,outgroup.baseline,95.1
1,31,41.13,40.57,41.13,8.11,0,6.42,-18.11333333,-90.31333333,ingroup.cogload,26.04
1,27,66.79,67.36,55.85,18.87,13.96,13.77,26.66666667,-68.93333333,outgroup.baseline,43.02
1,28,100,100,83.58,0,0,0,89.05333333,-100,outgroup.cogload,100
1,20,80.06,76.04,64.97,34.15,16.79,18.55,47.38,-53.67333333,outgroup.cogload,10.82
1,25,63.77,57.92,74.91,13.96,20.57,13.4,31.06666667,-68.04666667,ingroup.baseline,59.62
1,43,81.89,82.45,82.64,16.6,16.79,16.79,64.65333333,-66.54666667,neutral.cogload,-59.25
1,18,100,74.53,75.28,0,0,0,66.54,-100,outgroup.baseline,73.21
1,27,77.74,55.85,55.85,0,0,0,26.29333333,-100,neutral.baseline,27.17
1,27,74.39,82.3,77.78,36.16,66.1,4.71,56.31333333,-28.68666667,outgroup.baseline,49.15
1,30,71.32,73.02,77.17,73.02,68.87,69.62,47.67333333,41.00666667,ingroup.baseline,7.17
1,24,78.11,98.87,91.13,25.85,2.45,0.57,78.74,-80.75333333,ingroup.cogload,74.34
1,26,74.39,57.63,52.17,55.18,19.96,0,22.79333333,-49.90666667,outgroup.cogload,31.83
1,20,71.51,76.98,91.89,41.13,24.53,10.94,60.25333333,-48.93333333,outgroup.cogload,29.43
1,26,90.19,94.34,93.77,15.66,7.36,12.26,85.53333333,-76.48,ingroup.baseline,92.83
1,21,13.02,76.04,16.04,10.19,12.64,5.66,-29.93333333,-81.00666667,outgroup.cogload,45.28
1,23,86.04,78.87,78.3,11.51,0,0,62.14,-92.32666667,ingroup.cogload,38.11
1,24,87.55,80.75,82.08,18.68,5.09,7.36,66.92,-79.24666667,ingroup.baseline,76.23
1,32,77.55,69.62,66.04,42.08,35.28,19.43,42.14,-35.47333333,outgroup.cogload,45.66
1,20,60.57,58.3,61.51,64.34,42.08,33.96,20.25333333,-6.413333333,ingroup.cogload,36.23
1,24,83.8,76.65,62.52,88.7,76.65,62.9,48.64666667,52.16666667,ingroup.cogload,48.78
1,22,100,100,100,28.25,3.58,19.21,100,-65.97333333,neutral.cogload,28.06
1,28,75.47,54.72,83.4,63.77,28.11,37.17,42.39333333,-13.96666667,outgroup.baseline,20.38
1,34,50.09,50.28,50.09,0,0,0,0.306666667,-100,ingroup.cogload,100
1,26,84.15,82.08,83.21,76.04,16.98,25.28,66.29333333,-21.13333333,outgroup.baseline,83.77
1,41,20.75,32.08,26.6,15.28,15.85,0,-47.04666667,-79.24666667,neutral.baseline,16.98
1,30,56.6,31.13,11.89,51.32,20.38,5.85,-33.58666667,-48.3,ingroup.cogload,45.66
1,37,48.78,54.24,16.57,47.27,23.73,0.56,-20.27333333,-52.29333333,ingroup.cogload,0.56
1,25,50,49.25,50,50,50,48.68,-0.5,-0.88,neutral.baseline,41.51
1,25,75.28,68.49,78.87,36.04,6.98,0,48.42666667,-71.32,ingroup.baseline,21.51
1,28,50.09,50.09,42.75,50.09,43.13,27.87,-4.713333333,-19.27333333,outgroup.baseline,0.56
1,20,30.57,9.62,0,6.79,0,0,-73.20666667,-95.47333333,neutral.cogload,95.85
1,32,50,74.72,74.53,29.62,14.72,0,32.83333333,-70.44,outgroup.cogload,78.11
1,37,73.45,69.87,60.45,58.95,54.99,51.22,35.84666667,10.10666667,outgroup.cogload,58.57
1,22,78.53,76.46,29.38,17.33,19.77,17.14,22.91333333,-63.84,ingroup.cogload,44.63
1,36,68.3,67.92,50,20.19,20.57,11.13,24.14666667,-65.40666667,neutral.baseline,80.75
1,34,52.83,52.83,24.34,15.28,8.49,2.64,-13.33333333,-82.39333333,outgroup.baseline,84.53
1,29,53.4,29.06,18.87,41.51,6.6,5.28,-32.44666667,-64.40666667,ingroup.cogload,44.91
1,30,56.79,51.51,45.66,34.72,28.68,9.62,2.64,-51.32,ingroup.cogload,26.79
1,25,49.72,50.09,49.53,48.21,29.19,30.32,-0.44,-28.18666667,neutral.baseline,8.1
1,25,36.35,62.9,61.96,49.72,38.61,29,7.473333333,-21.78,ingroup.cogload,72.13
1,22,60.57,74.53,60.19,67.17,20.19,33.21,30.19333333,-19.62,neutral.cogload,62.26
1,37,70.94,85.66,99.81,2.26,1.51,4.72,70.94,-94.34,outgroup.baseline,19.62
1,36,58.87,61.32,75.66,0,0,0,30.56666667,-100,outgroup.baseline,100
1,24,74.53,60.57,61.32,38.87,11.51,0,30.94666667,-66.41333333,ingroup.cogload,29.43
1,45,71.7,68.68,68.87,37.17,14.53,5.85,39.5,-61.63333333,neutral.baseline,63.4
1,21,74.15,59.81,60.94,15.47,8.3,2.64,29.93333333,-82.39333333,neutral.cogload,-11.32
1,26,55.74,56.12,64.22,55.37,45.01,42.37,17.38666667,-4.833333333,ingroup.baseline,19.77
1,51,18.3,18.49,18.87,8.11,7.17,13.4,-62.89333333,-80.88,neutral.baseline,20
1,36,68.68,69.43,70.19,0,0,0,38.86666667,-100,neutral.baseline,43.02
1,22,61.51,63.58,53.58,25.85,20.94,32.64,19.11333333,-47.04666667,neutral.cogload,77.36
1,48,100,100,100,12.08,12.26,0,100,-83.77333333,ingroup.cogload,92.83
1,26,62.71,53.86,57.44,53.3,30.13,33.15,16.00666667,-22.28,neutral.baseline,66.48
1,25,63.09,62.52,62.15,42.37,42,42,25.17333333,-15.75333333,outgroup.baseline,100
1,26,70.19,66.04,69.06,21.32,6.79,15.09,36.86,-71.2,ingroup.cogload,-30.19
1,30,67.36,70.94,55.66,47.92,58.49,34.53,29.30666667,-6.04,outgroup.baseline,22.64
1,33,57.55,56.6,55.85,43.02,46.6,31.89,13.33333333,-18.99333333,ingroup.cogload,49.43
1,23,40.38,40.19,36.79,56.42,38.3,53.58,-21.76,-1.133333333,neutral.baseline,41.51
1,23,68.17,58.57,58.76,66.85,39.74,39.36,23.66666667,-2.7,outgroup.baseline,29.57
1,25,100,80.94,80.57,94.34,75.66,13.77,74.34,22.51333333,outgroup.cogload,-29.06
1,25,98.11,86.04,86.6,80.75,62.26,7.36,80.5,0.246666667,outgroup.cogload,-15.09
1,38,64.53,54.53,93.4,1.13,0,0,41.64,-99.24666667,ingroup.baseline,27.17
1,33,96.79,95.47,100,69.06,16.79,0,94.84,-42.76666667,outgroup.cogload,75.47
1,28,84.37,79.28,100,34.46,34.27,0,75.76666667,-54.18,ingroup.cogload,-0.56
1,27,53.86,66.85,74.58,0,0,0,30.19333333,-100,neutral.baseline,43.5
1,20,59.43,71.13,54.53,28.49,14.15,7.17,23.39333333,-66.79333333,outgroup.baseline,50.19
1,46,64.72,66.98,92.45,28.87,29.62,29.81,49.43333333,-41.13333333,outgroup.cogload,27.55
1,25,93.96,85.47,94.72,40.94,36.23,25.85,82.76666667,-31.32,outgroup.cogload,50.57
1,34,68.36,36.16,19.4,0,0,0,-17.38666667,-100,neutral.cogload,93.97
1,35,51.13,3.77,16.23,7.74,2.08,1.13,-52.58,-92.7,ingroup.cogload,43.4
1,19,70.19,71.32,70.94,44.72,44.91,47.36,41.63333333,-8.673333333,outgroup.cogload,-67.92
1,25,90.57,83.02,72.64,15.66,23.02,12.83,64.15333333,-65.66,outgroup.cogload,-54.34
1,27,85.09,100,86.23,67.92,54.91,24.15,80.88,-2.013333333,outgroup.baseline,21.89
1,31,57.92,59.06,57.92,56.79,58.11,46.79,16.6,7.793333333,outgroup.cogload,53.58
1,31,43.69,42.56,32.58,25.99,27.12,27.31,-20.78,-46.38666667,outgroup.baseline,13.75
1,31,57.36,66.6,40.19,33.96,15.28,2.45,9.433333333,-65.54,outgroup.cogload,41.13
1,38,100,100,100,20.94,5.47,0,100,-82.39333333,ingroup.baseline,80
1,20,100,100,100,5.66,0,0,100,-96.22666667,ingroup.baseline,62.64
1,21,7.91,7.72,1.69,19.77,0,0,-88.45333333,-86.82,ingroup.baseline,60.83
1,27,64.03,64.41,76.65,21.47,13.94,5.27,36.72666667,-72.88,outgroup.baseline,19.02
1,22,80.98,86.82,82.49,22.6,22.03,21.47,66.86,-55.93333333,neutral.baseline,40.11
1,30,72.26,70.94,67.17,57.36,10.19,11.13,40.24666667,-47.54666667,outgroup.cogload,-29.43
1,22,50.75,57.17,58.68,27.36,18.68,10.19,11.06666667,-62.51333333,ingroup.cogload,20.38
1,35,61.32,61.51,61.51,10.38,7.92,13.21,22.89333333,-78.99333333,neutral.baseline,74.34
1,28,88.89,73.45,61.02,0,0,0,48.90666667,-100,ingroup.cogload,51.04
1,23,91.34,86.63,66.1,64.6,33.71,41.24,62.71333333,-6.966666667,ingroup.baseline,73.26
1,31,46.04,85.66,64.53,26.42,23.96,25.47,30.82,-49.43333333,outgroup.baseline,61.89
